session_id	op_date	user_name	action	auth_type	ip	ip_location_type_keyword	ip_risk_level	location	client_type	browser_source	device_model	os_type	os_version	browser_type	browser_version	bus_system_code	op_target	risk_label
access:test_c:20190108130754:Hfsb	2019/1/8 13:07	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_c:20190108140727:m7eq	2019/1/8 14:07	test_c	login	qr	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	reimbursement	finance	0
access:test_c:20190108204618:TSAS	2019/1/8 20:46	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	0
access:test_c:20190108104123:CQUs	2019/1/8 10:41	test_c	login	sms	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	oa	management	0
access:test_c:20190108193006:D2YD	2019/1/8 19:30	test_c	login	qr	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_c:20190108094544:xXq6	2019/1/8 9:45	test_c	login	sms	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	attendance	hr	0
access:test_c:20190108213750:hGFa	2019/1/8 21:37	test_c	login	sms	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_c:20190108214119:Lgku	2019/1/8 21:41	test_c	login	otp	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_c:20190108131603:pQKI	2019/1/8 13:16	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_c:20190108120817:AQ7E	2019/1/8 12:08	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_c:20190108123032:OvYz	2019/1/8 12:30	test_c	login	pwd	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	1
access:test_c:20190108124523:pxN2	2019/1/8 12:45	test_c	login	pwd	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	0
access:test_c:20190108202712:sQTY	2019/1/8 20:27	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_c:20190108131201:ppCh	2019/1/8 13:12	test_c	login	pwd	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_c:20190108110853:mEzY	2019/1/8 11:08	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	0
access:test_c:20190108133454:WqMy	2019/1/8 13:34	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_c:20190108161622:Q3sI	2019/1/8 16:16	test_c	login	pwd	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	1
access:test_c:20190108201122:O4lR	2019/1/8 20:11	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_c:20190108160626:ShvJ	2019/1/8 16:06	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_c:20190108143433:MWex	2019/1/8 14:34	test_c	login	otp	192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	1
access:test_c:20190108203135:r7VS	2019/1/8 20:31	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	reimbursement	finance	0
access:test_c:20190108125507:x9Pe	2019/1/8 12:55	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_c:20190108115453:Tkok	2019/1/8 11:54	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	coremail	management	0
access:test_c:20190108163321:nCnk	2019/1/8 16:33	test_c	sso		192.168.100.101	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"销售部"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	coremail	management	0
access:test_a:20190110185953:QWU6	2019/1/10 18:59	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	0
access:test_a:20190110131017:Tgq1	2019/1/10 13:10	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	oa	management	1
access:test_a:20190110225609:9OY3	2019/1/10 22:56	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	1
access:test_a:20190110092936:eCeV	2019/1/10 9:29	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_a:20190110110745:PqZA	2019/1/10 11:07	test_a	login	pwd	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110222411:UdXA	2019/1/10 22:24	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	reimbursement	finance	0
access:test_a:20190110091455:EO7u	2019/1/10 9:14	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	1
access:test_a:20190110133642:kgak	2019/1/10 13:36	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	oa	management	0
access:test_a:20190110122127:o8eo	2019/1/10 12:21	test_a	login	otp	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	oa	management	0
access:test_a:20190110145452:3HSk	2019/1/10 14:54	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	0
access:test_a:20190110174957:OjKv	2019/1/10 17:49	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	oa	management	0
access:test_a:20190110125249:5YvS	2019/1/10 12:52	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110200131:GCUN	2019/1/10 20:01	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_a:20190110205159:8mr4	2019/1/10 20:51	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110211802:p7RG	2019/1/10 21:18	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_a:20190110113811:76Aw	2019/1/10 11:38	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_a:20190110184150:mLOI	2019/1/10 18:41	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_a:20190110204315:0d4j	2019/1/10 20:43	test_a	login	otp	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110172738:Zobz	2019/1/10 17:27	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	1
access:test_a:20190110103825:o1Ie	2019/1/10 10:38	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	1
access:test_a:20190110123737:6IiX	2019/1/10 12:37	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110141032:Y9V5	2019/1/10 14:10	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	coremail	management	0
access:test_a:20190110093525:hFAO	2019/1/10 9:35	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	0
access:test_a:20190110105214:UV8U	2019/1/10 10:52	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_a:20190110214041:HYra	2019/1/10 21:40	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_a:20190110192223:lEYd	2019/1/10 19:22	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	0
access:test_a:20190110160737:Jv9n	2019/1/10 16:07	test_a	login	otp	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	attendance	hr	1
access:test_a:20190110162318:8F11	2019/1/10 16:23	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	oa	management	0
access:test_a:20190110120431:QAZG	2019/1/10 12:04	test_a	login	otp	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	oa	management	0
access:test_a:20190110171204:fGjj	2019/1/10 17:12	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_a:20190110111820:ynR7	2019/1/10 11:18	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110155039:SCI9	2019/1/10 15:50	test_a	login	otp	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110174246:hDqv	2019/1/10 17:42	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	1
access:test_a:20190110115113:fPzB	2019/1/10 11:51	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	0
access:test_a:20190110102556:PqeL	2019/1/10 10:25	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	coremail	management	0
access:test_a:20190110212832:9PGr	2019/1/10 21:28	test_a	login	pwd	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	1
access:test_a:20190110143743:wGsQ	2019/1/10 14:37	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_a:20190110180919:SA1a	2019/1/10 18:09	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	oa	management	0
access:test_a:20190110195845:dgK9	2019/1/10 19:58	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_a:20190110194025:BlTG	2019/1/10 19:40	test_a	login	pwd	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	1
access:test_a:20190110142907:EOmH	2019/1/10 14:29	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	reimbursement	finance	0
access:test_a:20190110170834:R1a8	2019/1/10 17:08	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	0
access:test_a:20190110123018:G9MK	2019/1/10 12:30	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	1
access:test_a:20190110203418:C7jM	2019/1/10 20:34	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_a:20190110203914:WM6C	2019/1/10 20:39	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	1
access:test_a:20190110220602:iCQK	2019/1/10 22:06	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	coremail	management	0
access:test_a:20190110161456:TVON	2019/1/10 16:14	test_a	login	pwd	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	coremail	management	0
access:test_a:20190110230050:uFtX	2019/1/10 23:00	test_a	login	otp	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	crm	sales	1
access:test_a:20190110152719:PQl8	2019/1/10 15:27	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	attendance	hr	0
access:test_a:20190110153456:eBTJ	2019/1/10 15:34	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	coremail	management	0
access:test_a:20190110191803:Eau3	2019/1/10 19:18	test_a	login	pwd	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	attendance	hr	0
access:test_a:20190110133345:Xvtx	2019/1/10 13:33	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	attendance	hr	0
access:test_a:20190110201529:ygHg	2019/1/10 20:15	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	1
access:test_a:20190110094454:1bZn	2019/1/10 9:44	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_a:20190110224216:2kok	2019/1/10 22:42	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	order-mgnt	sales	0
access:test_a:20190110163525:LVtS	2019/1/10 16:35	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	0
access:test_a:20190110223101:eX5D	2019/1/10 22:31	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	crm	sales	0
access:test_a:20190110131804:xE4z	2019/1/10 13:18	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110114515:sNIR	2019/1/10 11:45	test_a	sso		192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110181547:X1pz	2019/1/10 18:15	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	oa	management	0
access:test_a:20190110101047:FXF1	2019/1/10 10:10	test_a	login	pwd	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	attendance	hr	0
access:test_a:20190110140237:SsvI	2019/1/10 14:02	test_a	login	qr	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	chrome	chrome 90	order-mgnt	sales	0
access:test_a:20190110134411:LyGa	2019/1/10 13:44	test_a	login	sms	192.168.100.103	内网	1级	{"first_lvl":"成都分公司","sec_lvl":"9楼","third_lvl":"会议室"}	web	desktop	think_pad_e460	windows	windows 10	edge	edge 93	reimbursement	finance	1
access:test_b:20190111105154:YYYV	2019/1/11 10:51	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	oa	management	0
access:test_b:20190111215918:B0h2	2019/1/11 21:59	test_b	login	otp	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	coremail	management	0
access:test_b:20190111224949:V7Yx	2019/1/11 22:49	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	crm	sales	1
access:test_b:20190111165243:oJ5Q	2019/1/11 16:52	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	attendance	hr	0
access:test_b:20190111131511:9pQf	2019/1/11 13:15	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	oa	management	0
access:test_b:20190111200155:lvul	2019/1/11 20:01	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	crm	sales	0
access:test_b:20190111123843:xbpD	2019/1/11 12:38	test_b	login	pwd	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	attendance	hr	1
access:test_b:20190111094012:Y9x6	2019/1/11 9:40	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	0
access:test_b:20190111134414:LdPy	2019/1/11 13:44	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	crm	sales	0
access:test_b:20190111150339:CgXG	2019/1/11 15:03	test_b	login	pwd	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	0
access:test_b:20190111103514:fP9Z	2019/1/11 10:35	test_b	login	pwd	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	coremail	management	0
access:test_b:20190111194504:OipY	2019/1/11 19:45	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	attendance	hr	0
access:test_b:20190111184916:63J9	2019/1/11 18:49	test_b	login	sms	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	0
access:test_b:20190111191655:8Fga	2019/1/11 19:16	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	1
access:test_b:20190111212542:YvTT	2019/1/11 21:25	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	oa	management	0
access:test_b:20190111212336:8WSW	2019/1/11 21:23	test_b	sso		27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	0
access:test_b:20190111201634:3J7n	2019/1/11 20:16	test_b	login	otp	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	0
access:test_b:20190111190658:3uYV	2019/1/11 19:06	test_b	login	pwd	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	order-mgnt	sales	0
access:test_b:20190111090627:Gpzy	2019/1/11 9:06	test_b	login	sms	27.10.135.254	代理IP	3级	{"first_lvl":"重庆","sec_lvl":"重庆市","third_lvl":"江北区"}	web	desktop	macbook	macOS	macOS Big Sur 11	safari	safari 13	reimbursement	finance	0
